,case_id,submitter_id,MKI67_tpm_unst,ERBB2_tpm_unst,ESR1_tpm_unst,PGR_tpm_unst
220,6fa2a667-9c36-4526-8a58-1975e863a806,TCGA-AC-A2BK,82.4856,34.8446,0.2301,0.0955
221,0c1023c0-d2ce-4940-8047-7642f1dc3965,TCGA-BH-A0HB,20.406,70.664,329.4863,19.1862
222,7032ec9c-e96b-4642-a7b6-d0aee7a3add2,TCGA-A2-A0EV,19.6382,226.5908,186.5277,119.8026
223,0d03055c-186b-418a-b614-e2035757bc3b,TCGA-D8-A1JS,3.0124,157.2236,169.6779,91.5871
224,0dca98b0-f43e-45b6-9a02-00092c78678c,TCGA-D8-A27H,75.0303,85.3709,0.6258,0.5471
225,71229981-97c2-4ae1-a130-fe5de336b37d,TCGA-C8-A12T,80.9642,714.7918,28.9174,20.4827
226,71626753-cc34-4731-abc0-ae188b0964e7,TCGA-AO-A12C,9.9861,356.2938,72.2038,14.1116
227,0ec70e40-07df-461d-8ff9-351240a0d454,TCGA-A7-A5ZV,,,,
228,6d4860b2-21c6-4b7b-9093-2f32700d0612,TCGA-OL-A5D8,14.5689,167.9352,202.719,180.1038
229,6dd0dd7b-62ff-4fd1-a99a-b265f1a91dca,TCGA-BH-A1FN,4.4984,39.0343,9.3472,11.9609
230,6ddaee34-46eb-490c-bd13-f0ab963c4322,TCGA-GM-A3NW,7.7892,190.8673,100.1363,0.4817
231,26573441-eedb-4364-966c-e7f803deef19,TCGA-BH-A0BO,5.4284,127.9895,166.7925,26.2107
232,72cd1b17-d349-4551-83f7-3062ce9db865,TCGA-A2-A0YI,6.8153,107.095,286.8847,45.3917
233,271404de-24e8-43f6-806b-fb510c1124c4,TCGA-B6-A1KN,61.0197,2550.5875,126.4316,0.9266
234,271e8024-a008-4bf0-9f6e-177f60096b1b,TCGA-E2-A15G,13.7291,180.8018,448.6674,285.459
235,73ccc949-01b7-48d3-a7c4-c4bcd261672a,TCGA-E2-A15A,38.1802,158.5208,73.3609,27.0612
236,28911b97-42bf-4189-9961-522fc0aeebc6,TCGA-D8-A1JN,,,,
237,7455d832-ad66-40df-85d7-3a7051c4498d,TCGA-A2-A0ER,43.2723,130.2455,393.1995,14.8471
238,298d33da-15af-48cb-b30f-eaf54e7baa43,TCGA-A2-A0YH,35.5539,119.3103,149.1981,5.8637
239,74f31744-0aed-4633-beec-4e203315f0b7,TCGA-BH-A0DT,4.1941,155.5021,39.1687,53.3001
240,dd96a9c7-899c-47cd-a0f9-b149ed07a5d6,TCGA-D8-A1JB,5.5267,193.0301,128.5337,4.2263
241,9964f447-92ad-4d1e-af20-11cf84fab7b0,TCGA-B6-A408,6.0469,121.5924,261.813,18.1522
242,dddd8e2f-e540-418a-b02e-698d18a12c14,TCGA-A7-A26H,26.8313,212.1086,282.8683,136.0256
243,99927651-34be-4795-893a-128d8a1fdb30,TCGA-AO-A12A,22.3725,123.6797,115.006,199.5828
244,a6cb373a-1604-4e25-bd81-da6c3e4f06ee,TCGA-AO-A03V,34.1921,109.2495,79.9749,62.2932
245,9ac44381-5d43-4f63-aa3f-7703bfc923c9,TCGA-E2-A10C,11.3969,91.3075,147.3222,0.2683
246,9b13927c-7357-44fd-8385-92ae6a656b7d,TCGA-B6-A0RG,23.7857,156.4389,208.8164,36.5148
247,ba39bfbc-5cac-4f6c-b55c-4eee3466ee93,TCGA-BH-A0DL,43.863,28.2726,20.5283,0.1231
248,9c895825-d6f6-4d14-a662-23212200f6e5,TCGA-AR-A5QM,13.0968,110.0624,174.2564,55.2571
249,ba89cb4f-cd63-47b1-9550-76fdaff89f2e,TCGA-A2-A25E,33.0118,137.3835,129.116,36.3802
250,9ced0c70-c46c-4f98-8f48-840defe4b8b1,TCGA-D8-A1JA,26.7005,1217.533,1.8088,0.2709
251,baf2afc8-f16c-488f-947c-efc9083c6bef,TCGA-D8-A1JI,4.8959,113.5764,221.8506,269.8127
252,9d8702e1-1a36-4bca-85ab-5f11d58d7953,TCGA-A2-A0EX,6.3654,230.8198,56.456,61.3706
253,bb1de798-0c02-437e-b539-33cb556d3993,TCGA-EW-A1J3,14.5053,769.4245,137.5205,28.9401
254,bd5374c9-7f36-457f-b66b-7cc7ff64224e,TCGA-GM-A3NY,5.063,60.6233,124.1041,1.2783
255,9ddc014d-9a8b-407b-845f-452a73f08e5e,TCGA-A2-A4S2,9.3177,157.857,92.7716,70.4696
256,be9bf36a-12e1-4386-addf-1686dc8b49de,TCGA-E2-A153,8.9704,163.3374,59.7156,62.7369
257,9f3cc92b-fa22-478e-a2e4-6b4c8afb93d6,TCGA-E9-A24A,19.8798,80.8974,522.7163,85.7524
258,4d51159f-ab2f-40e3-a363-847c3654431e,TCGA-C8-A26Y,,,,
259,6623fc5e-00be-4476-967a-cbd55f676ea6,TCGA-4H-AAAK,18.8859,237.3369,84.1604,60.8592
260,753d5d49-3b40-4737-9d4c-b1ec29cc2692,TCGA-GM-A2DM,6.0741,81.6189,151.8428,111.3717
261,757df7b0-4774-4493-98bf-999ded9ac86e,TCGA-A2-A0CY,13.8351,41.6591,138.9173,0.9034
262,75b3fe55-1a63-426e-867e-2ef52f54778d,TCGA-B6-A402,14.5783,64.4305,0.5894,0.0813
263,67526f5a-3a30-45b2-aeab-2b21a855063e,TCGA-AR-A24W,4.6935,102.0132,184.8913,64.6087
264,75f6e476-233a-409c-a3ef-0240be569813,TCGA-JL-A3YX,,,,
265,67eef990-5ff4-45d1-843d-d22d7848f130,TCGA-A7-A0CG,20.2561,102.1145,289.5071,5.2892
266,680f23a9-fcce-493e-b908-27c1ad202e4c,TCGA-D8-A27E,4.6634,99.1705,685.9768,1.8075
267,69054195-9e93-49e5-b820-69b0091cc2d4,TCGA-A8-A06O,52.876,126.3601,259.6853,61.3533
268,6951fe6a-d7d1-4f41-85af-76655b5d1f62,TCGA-C8-A8HQ,33.0043,131.3235,34.3697,6.3901
269,6956473b-92e5-4069-a26b-b48e280e76f2,TCGA-B6-A0RU,82.1369,66.2791,5.376,5.082
270,78e1da41-127c-4e9c-aaaa-77a0d94c31d0,TCGA-A8-A08C,18.473,157.259,533.8755,1.2745
271,69fc24fc-cfe2-487a-935f-1a954b30b709,TCGA-LL-A441,25.1945,63.9971,6.437,3.0456
272,796b593f-5886-4a27-bf94-7ea8df325e1a,TCGA-A2-A0YJ,43.161,940.6827,0.327,0.1211
273,6a2972e3-cca9-47e5-aac0-b770f2399eeb,TCGA-BH-A1F2,21.394,724.2411,48.7278,2.1402
274,7b892055-c59d-4550-8688-ad039790af3d,TCGA-BH-A1EX,15.87,145.8705,19.9704,1.0696
275,6b4e0262-f589-4532-b578-9f2d76c19d90,TCGA-A7-A3IY,10.9729,35.4359,180.2309,76.3768
276,6b923e30-2ddc-407f-91b1-c202f1373fbb,TCGA-C8-A12K,44.6382,29.2034,9.8195,0.1772
277,7d9d3522-ec3b-4efe-8c8e-c0e675276ef5,TCGA-BH-A0GY,19.9046,84.1662,55.1326,142.2821
278,6c0066e3-96df-4870-bcd3-98cda64082e9,TCGA-BH-A0E6,35.4446,49.4501,3.3561,0.4331
279,6cb6f179-defd-4661-af0a-c353b74c0c49,TCGA-A7-A26J,60.1383,187.9392,123.1771,62.1715
280,6cd9baf5-bbe0-4c1e-a87f-c53b3af22890,TCGA-A7-A13G,15.5273,54.1363,517.248,31.6679
281,42f6f503-4cf6-4a8e-b5fe-b44bccf6b38b,TCGA-D8-A141,20.1053,118.0684,64.7746,60.1363
282,43029932-feb0-4658-97fa-645c1e775009,TCGA-AR-A1AN,22.2334,65.7519,81.2101,98.3649
283,433427a1-bacf-4381-91ba-5fec8a0953f9,TCGA-BH-A18S,1.9451,93.7584,61.3394,8.7453
284,43b3bf47-7313-4dfb-952a-ec0b9d48e16c,TCGA-OL-A5S0,20.2884,100.044,0.3122,0.2256
285,1026e0bf-5640-4fa5-b65f-4f11e8e76b18,TCGA-D8-A1XS,45.4039,256.8194,188.2452,56.3778
286,43cc074d-b85a-4b0b-8feb-833094ffc565,TCGA-BH-A6R9,14.2542,31.8,2.3754,1.0403
287,10c9be1e-2cc0-45e4-8d2c-c013ea63ef05,TCGA-AN-A0FS,,,,
288,441919eb-8c9f-478c-bda3-8de4f8295e8a,TCGA-C8-A12L,,,,
289,44954053-0b93-4577-a436-42777e442300,TCGA-B6-A0I9,,,,
290,1174f6e4-ffbe-4e59-a000-8d861c968369,TCGA-AO-A03L,78.1875,224.5574,58.0639,5.5228
291,45013972-2dfd-4f82-a076-e3e4af1b43b8,TCGA-UU-A93S,17.9461,4187.5729,0.8209,0.3337
292,125b0a9a-6cbe-4207-9178-e7ff03487e87,TCGA-AR-A24O,35.903,78.0459,102.3782,102.4549
293,451e1a67-47e6-4738-99d7-fb7771ef61a3,TCGA-B6-A0RP,,,,
294,65cac997-4d39-4501-85ec-4fcb328a8eb5,TCGA-GM-A3XL,34.0611,34.2118,1.9429,0.1268
295,001cef41-ff86-4d3f-a140-a647ac4b10a1,TCGA-E2-A1IU,11.8814,217.5923,442.932,69.7056
296,57cf380d-ab52-467f-b9ae-740b2f84c820,TCGA-BH-A42V,5.1481,186.6013,24.7023,40.9945
297,58090433-d8d1-4499-a235-810c3e9d5b74,TCGA-AQ-A54N,15.4177,33.6399,0.1174,0.0122
298,58959e88-54e2-4558-9664-2effda7403dc,TCGA-AO-A0JG,,,,
299,58c56d4b-3f85-4aad-a779-5f9e1791677d,TCGA-AO-A12G,8.3151,109.0268,101.7279,4.6773
300,59be60a3-e0f6-4d63-b98c-574ef92428c4,TCGA-E2-A15M,1.3232,85.3358,43.4841,25.5291
301,59d60247-e549-4326-a672-50b05c13a291,TCGA-BH-A8G0,3.5362,163.4815,78.1153,36.9288
302,01263518-5f7c-49dc-8d7e-84b0c03a6a63,TCGA-A8-A07W,62.0889,132.4036,539.6291,51.5727
303,5a53ec47-e63f-44a2-8078-87659544fb04,TCGA-A2-A4RY,6.8385,210.3272,27.967,48.9367
304,01674b2c-5cf2-478f-84a1-f69c39f47bd4,TCGA-EW-A1P7,14.364,153.3631,6.9557,4.9633
305,5a5f0f48-2b13-4e78-b130-901b85d9a7f3,TCGA-C8-A273,27.785,65.888,137.3092,10.8122
306,01eef340-598c-4205-a990-cec190ac2ca5,TCGA-B6-A0IQ,41.4735,39.9048,0.2707,0.0528
307,02bbb632-0f7f-439d-b8f0-c86a06237424,TCGA-AC-A2FB,2.3359,64.8882,38.3501,19.7845
308,5cdae21d-eee5-478f-932a-0f51fcf5f031,TCGA-E9-A1RC,35.5531,122.0832,538.7526,89.708
309,5dc1bee9-c44d-4fdc-9ae5-83426c4d6880,TCGA-AR-A0TQ,70.7157,1881.7851,45.8751,0.3666
310,035cb359-eac3-484a-9e88-3ddc739440a3,TCGA-BH-A0DX,28.8908,51.1302,252.8223,1.5305
311,5e2cbc56-97f9-4b94-ade2-a3f739bcc7be,TCGA-EW-A1IW,36.4767,2300.9889,229.3546,87.6179
312,03c143e0-d8a1-4d60-a4a3-df0501fc6b6e,TCGA-E9-A1N3,,,,
313,5e670fec-8992-44bf-8657-f7f9a272306b,TCGA-A2-A0EN,9.3425,92.4114,85.9962,0.7359
314,048549cf-d0a5-4743-a0a1-2004f7cc2b08,TCGA-AC-A3BB,5.058,124.8137,34.6664,28.789
315,5f4d16aa-9cc4-4edb-b714-394e2661439a,TCGA-BH-A8FY,8.9712,85.5913,207.4491,38.0931
316,a2453bcb-90f2-4505-949d-a89cf4bfc9b8,TCGA-C8-A1HF,44.3639,2521.7184,13.4684,1.629
317,a272171b-44f5-47a5-89be-7520413c01ad,TCGA-A8-A07Z,25.4372,135.4617,218.9926,64.2132
318,6f4c8d30-47fb-47df-9eb7-4e5881e3711e,TCGA-AC-A3QP,2.3227,133.4898,12.9718,12.5842
319,6f6afd31-b5dd-48ab-b18f-6390ba18a5f0,TCGA-D8-A1XF,43.9436,145.5242,163.8818,0.7729
320,8c51bbcb-7c8d-47ad-9193-70ca157c6900,TCGA-AR-A251,125.3878,52.2213,5.9547,0.3925
321,8c7e74e0-71ef-49b8-9217-94b8ef740ef9,TCGA-A7-A13E,31.4136,122.4302,5.2557,0.3635
322,a8a33ba9-0976-4e19-b0e9-fa5ba4d4eaa8,TCGA-BH-A5IZ,92.409,97.0851,18.2067,0.1137
323,8cd1ba0b-ead9-4661-a796-6c9dbf1c42cd,TCGA-AC-A8OR,8.8745,82.8841,273.7279,59.7812
324,3dbc8d60-3a97-47b2-91d0-c18fb46b4365,TCGA-E9-A54X,11.791,79.5846,468.5886,125.0907
325,3e25056d-d137-49f5-abaa-f68509426600,TCGA-AN-A0XT,10.5101,77.6126,565.9002,3.7523
326,478eb8aa-50b8-4ce5-98e4-d518ede4b174,TCGA-BH-A0DZ,6.088,780.0548,13.8263,27.5802
327,3e9f93c0-aa79-4b4c-bd6c-b3325912362a,TCGA-AN-A0AL,79.7793,38.6533,0.8617,0.6503
328,48ff0420-0f19-4e9d-a75d-6c54949a461a,TCGA-B6-A401,10.8915,172.6776,86.7103,80.7283
329,6e126b73-d3e8-4641-a128-306f3b313e40,TCGA-AC-A2B8,18.4523,128.3142,85.0537,182.0691
330,491d5ebb-e9ab-4b17-acb8-630ff9fef0f2,TCGA-AR-A24X,22.3281,211.6462,74.8387,166.0932
331,6e6b7742-a562-490b-bb72-04a5653852e4,TCGA-GM-A2DB,19.2741,33.2475,0.579,0.1091
332,4958c36f-1dc7-4f14-9dec-36e14107dbe3,TCGA-D8-A145,12.6733,131.6766,265.003,3.1206
333,a1da9db1-db11-4f4d-a249-c738db81b87e,TCGA-AN-A0XU,83.9342,104.6099,9.9871,0.0714
334,a2434f47-2168-47d0-9bbb-981071597843,TCGA-JL-A3YW,,,,
335,05135396-df5c-49db-b34e-f4add5b65a2b,TCGA-BH-A204,0.739,15.3866,18.9619,4.7858
336,05506f4c-e701-4a9d-ae06-97f066aade43,TCGA-AN-A0AT,58.995,31.384,0.3127,0.0445
337,058dcb78-bed1-40c3-a6c2-a0cc40065531,TCGA-A2-A0T3,48.9327,127.1311,201.7249,134.4197
338,cd0c96a4-6414-4efb-879b-7408b62ed5b6,TCGA-A2-A1FV,13.8794,85.7256,187.084,2.0436
339,0685edd2-ce1c-4e0e-8dda-393139af4223,TCGA-AO-A03U,15.0618,61.0963,2.0388,0.4723
340,cd781589-3820-45a2-906b-8d60cd02f3ef,TCGA-D8-A1JT,13.2561,61.4642,335.1599,132.4805
341,0772cdbe-8b0d-452b-8df1-bd70d1306363,TCGA-BH-A0W4,29.3987,186.1541,80.7624,229.9565
342,077506ea-8f11-405d-bb8e-3c9924fe54d0,TCGA-AR-A5QN,6.0585,180.0919,318.7263,2.7632
343,cdab777e-62de-4d51-92af-b6eb089c111f,TCGA-D8-A1X7,28.237,37.5096,361.7134,191.3269
344,cdd8c046-fd97-482a-a11f-2217b321c4d1,TCGA-E2-A570,10.2689,131.644,87.5859,60.8743
345,ce887e90-0660-4f44-a3a4-b3b894cb7eda,TCGA-C8-A275,103.073,3041.0101,1.5808,0.2941
346,08da7c4c-3067-4bcf-9d7a-78566df72e69,TCGA-B6-A0RE,37.9257,54.4349,3.2716,0.2791
347,ced2c048-b047-43ff-b0e7-cd7ad480850c,TCGA-D8-A1Y0,63.7809,92.3325,238.2855,76.9608
348,cf0a3f38-5850-44e1-8574-808bd37d84a3,TCGA-E9-A22D,34.6877,568.9468,68.6879,7.2333
349,cf9db1af-17f0-490e-8139-142bd704763a,TCGA-A8-A07O,73.5483,54.0817,6.1946,0.572
350,09d6e904-7184-4788-8a19-04f8c46cb13f,TCGA-BH-AB28,,,,
351,0a2a3529-f645-4967-9a58-89ee20b8bb62,TCGA-E2-A15E,,,,
352,2a84997d-ccee-4f46-bea2-752534f26416,TCGA-E2-A1LL,89.143,45.8373,5.854,1.9698
353,dfe6db17-cf45-488e-bd3c-b8433d7343ca,TCGA-AR-A0TU,69.4093,28.3786,4.7964,0.0558
354,e0375a8b-a135-4103-a59d-39063fcf4a6f,TCGA-BH-A0HI,10.0747,138.3665,319.4791,42.8019
355,2c6adb12-380d-4710-a7e6-93d5a0e53289,TCGA-A2-A0YD,19.1734,133.0108,233.3351,109.3633
356,2c86c3ea-d926-4d39-a5ae-39ece4774287,TCGA-B6-A0IJ,,,,
357,e1119732-3e97-4259-bc69-dc4269d9496d,TCGA-BH-A0C7,135.9396,239.3944,441.1968,2.9608
358,2cb8c866-9296-4c70-a3ea-f9a9b707895c,TCGA-A8-A0A4,40.6421,186.107,141.4325,39.7602
359,2cbeadff-a8a3-4787-9d4e-f6b74c3ab5d9,TCGA-AO-A12E,33.4205,130.556,71.8388,33.1657
360,8e159b50-8136-42d4-b9c7-d579a74e4931,TCGA-E2-A10F,23.8502,127.185,115.0741,373.0935
361,2cf68894-168b-458b-af4f-53cad72989a8,TCGA-A7-A13F,58.1151,208.4083,95.2941,56.9367
362,8f912a40-3251-4e1f-ae65-1f93d71f9881,TCGA-EW-A1OZ,23.5962,2058.3827,41.6131,0.7383
363,2d29a4ac-98e7-4663-9dd6-5681bc32ac2e,TCGA-A2-A3KC,,,,
364,9087585f-e792-4f33-baaa-56ffe0f745be,TCGA-PL-A8LZ,40.18,28.5988,0.7374,0.5447
365,de646f6a-6d50-4be2-b3cd-f17554b234df,TCGA-AR-A24L,43.4037,148.1919,152.5513,45.7297
366,91a2f2af-e4b1-4a0b-ab20-6a36ce63c533,TCGA-E2-A1LS,2.9176,7.6367,0.2795,0.2359
367,deba32e4-0e68-4711-941b-3b63bd965afb,TCGA-A2-A3XY,146.9146,78.4967,0.9587,1.1473
368,92529232-8504-4541-b7e2-4df8f497c413,TCGA-D8-A1XM,45.9103,278.5499,128.3659,137.0258
369,1ff85ada-3cdd-4afb-b311-2c7befb52702,TCGA-EW-A1P3,19.7722,185.8178,140.0067,38.2926
370,929acc67-b8bf-4f65-9110-380e44ab66b7,TCGA-S3-AA14,22.6593,1170.1785,21.8287,31.8065
371,20e8106b-1290-4735-abe4-7621e08e3dc8,TCGA-BH-A0E0,58.9339,49.8259,3.6998,0.2433
372,9416ff9b-6f29-4554-b04d-b537a3ae3969,TCGA-B6-A0RS,27.6446,245.6894,0.3165,0.4254
373,2199b7a1-bd47-4bb5-b36a-a3e291e3e259,TCGA-B6-A0RN,3.2596,141.3646,139.1058,91.6508
374,9495f029-9882-4c9b-a557-b3aec9e91698,TCGA-AR-A1AP,33.2654,168.2594,153.2171,4.7153
375,22eaba28-be67-4730-9846-860bc1fca29a,TCGA-A8-A0AB,,,,
376,94b95984-b2fb-4e42-8887-45e7086c3179,TCGA-E9-A1RB,5.7019,33.7625,22.5074,17.7586
377,2399caeb-ead2-4003-af38-809db4ac2e2b,TCGA-A8-A06Z,29.9927,171.557,207.3474,25.0194
378,95873e61-afdb-496c-9f77-3f9beb008cda,TCGA-E9-A3X8,6.2927,50.0184,29.319,29.0709
379,23c31c2e-336c-4878-a476-cf8d811b4875,TCGA-S3-AA10,134.6065,62.3753,0.9139,0.1926
380,95c53f69-0f05-4348-822a-571f3d757001,TCGA-A2-A0T0,26.3483,54.4828,1.1251,0.2308
381,95cef916-5545-455b-920c-773a54fc7676,TCGA-AC-A3QQ,34.091,264.2144,84.7995,12.5331
382,a2db9dd1-44d5-48b5-817c-a21a85fadb21,TCGA-A1-A0SJ,36.1635,157.4375,63.034,45.86
383,a2efe7e1-aca3-440f-825f-ed621edca69f,TCGA-A7-A4SA,22.3759,172.608,77.9536,1.9417
384,9646160a-f1f9-437b-8c7d-efb0b57bfb97,TCGA-AN-A0AJ,47.4857,107.6344,179.9347,103.3248
385,a45833e1-7cc9-4273-b408-620f74679a12,TCGA-OL-A66O,,,,
386,96e1fc6d-693f-4f4f-b5f7-8d6e1c6c43f8,TCGA-OL-A66J,4.5727,239.4622,139.686,0.9309
387,a4c59287-1ad5-46a5-8040-e591e6ce064f,TCGA-E9-A244,25.4914,83.4113,0.9335,0.3032
388,97677fd7-8523-48c5-a8ce-614fd4010551,TCGA-AC-A5XU,19.7471,91.2815,197.615,46.4463
389,97862b8e-9f76-4b19-a865-156a9c00fb1e,TCGA-EW-A6SC,30.4844,109.1058,225.6922,16.9039
390,97943d87-fed7-4f14-a0a7-c5bfee64c392,TCGA-D8-A1XK,168.1095,50.9384,0.3247,0.0493
391,332423a7-8866-4ee3-b08f-3c8d7c16af80,TCGA-A2-A0CU,19.6559,209.1419,364.9652,3.6088
392,33919e92-4ea9-47e5-a6f4-36e51845d50f,TCGA-A8-A09N,69.5071,101.1791,298.4845,17.707
393,1f601832-eee3-48fb-acf5-80c4a454f26e,TCGA-BH-A0EA,2.8782,208.0126,176.7475,8.3769
394,34a74805-300c-4773-ab59-2085fcc2e6cc,TCGA-D8-A1X9,32.1902,243.6528,325.0032,12.3076
395,34ab0cb8-bf19-4cbb-b4eb-3c45ee5aa60b,TCGA-B6-A0IG,34.8774,1636.6495,85.2139,4.9578
396,35bd694d-1dd2-466f-ab27-03320614b40e,TCGA-OL-A66I,28.9864,66.9917,1.3101,0.7487
397,4fba3deb-db94-44b5-a0f2-a575d270779e,TCGA-E2-A14R,,,,
398,50619f8c-10aa-464a-a227-90a7aa6ffd43,TCGA-BH-A18K,1.2237,164.8069,31.0684,22.2666
399,515b1400-e896-4f2a-81bd-70895441a0bd,TCGA-A8-A06Y,8.6604,153.1754,483.3806,1.4962
400,36220587-1c1c-4f92-b177-3b2155e7e273,TCGA-AR-A1AU,35.5109,130.7353,86.9116,117.5711
401,36449392-de76-4ee9-bc09-627a07e18727,TCGA-A8-A09D,31.7339,75.6901,41.4417,1.2532
402,521e2140-ae5b-456f-8699-97398d009687,TCGA-EW-A1P4,,,,
403,36fe6152-f61e-4948-9ccc-23ac01a9d77d,TCGA-AO-A0JE,26.6766,697.6468,2.2024,0.4829
404,376ffe63-efd7-42af-90e1-261255b28bb7,TCGA-AR-A2LH,,,,
405,378778d2-b331-4867-a93b-c64028c8b4c7,TCGA-A2-A0CT,17.7917,257.8515,193.4235,0.4626
406,3886b4fb-ba22-4a50-b11a-a6893951f170,TCGA-D8-A1XQ,43.4096,58.4996,0.5566,0.2649
407,38a4e9bd-93e9-432d-a756-3b1055b823bd,TCGA-LD-A74U,14.4547,97.0001,143.6643,6.5243
408,13b860c3-8048-4dc9-9eb0-7480bc660837,TCGA-AN-A0FX,,,,
409,38a8b734-9acc-42f9-b5b7-e51b0dfc6504,TCGA-A8-A092,86.3383,234.2686,66.045,64.2866
410,14d1d84e-99e1-41ad-8892-3b4da3d4f948,TCGA-BH-A1FL,27.9239,205.7787,429.3386,95.1065
411,3927f736-3b5c-48c8-9d9e-83669ec44770,TCGA-A8-A09G,47.5047,829.054,7.1208,0.2182
412,398fb71b-ca83-44e7-bf0d-b1ca464b0283,TCGA-OL-A6VO,48.1703,89.0299,3.0481,0.0486
413,39cde586-df95-435f-b9a6-73b0c0ee5e92,TCGA-AO-A0J3,25.8471,51.3952,255.8473,13.6353
414,15ff4b02-bb69-4d24-8a07-b82f428e428d,TCGA-A7-A3IZ,,,,
415,5fc7ff35-d3f7-4687-8759-3542bd58e988,TCGA-EW-A1OX,22.769,114.4457,216.4496,10.839
416,16368c32-2118-4fcf-8693-6c89995e49d8,TCGA-A1-A0SI,,,,
417,5fe3c51f-65e2-4da6-8924-a6fae17c022d,TCGA-E9-A1RD,2.1027,27.0988,30.2895,9.1939
418,5ff12cbe-a3e0-4ce6-8452-12b984a1baaf,TCGA-EW-A1IY,24.4783,38.2694,94.3003,50.877
419,1783cac1-253a-40af-a9ac-48dfb20e1ab8,TCGA-BH-A1FH,,,,
420,6020d1b4-ee20-4cc9-82a3-340b5e3122f1,TCGA-D8-A27L,15.0262,144.6449,148.8218,168.1464
421,17baef7c-d97d-4b98-ab53-503ef856523d,TCGA-A7-A0D9,1.1351,13.4897,6.9524,2.1014
422,57a1604c-60b7-4b30-a75e-f70939532c5c,TCGA-BH-A0B2,14.2243,191.194,97.5542,13.9872
423,2779fa01-ac93-4e80-a997-3385f72172c3,TCGA-A8-A08S,54.1317,768.7848,277.9185,14.7635
424,80f3f48a-cc21-415c-b181-c77e7ba1c563,TCGA-A8-A09C,24.8793,80.3384,286.6241,110.8838
425,e663954c-05a8-479a-a623-400c1eb5efc6,TCGA-BH-A1F5,6.3469,49.8884,354.3903,106.8462
426,14b95463-2108-4921-afc2-e29eef52b18f,TCGA-A2-A0YT,60.4444,117.7907,231.6243,0.7896
427,fa4e082a-d213-412e-8d91-842a6f4bef12,TCGA-BH-A0B6,7.679,55.2429,100.0027,0.5717
428,02f5ae33-a563-4ecb-9e33-dfa500a44931,TCGA-A8-A093,,,,
429,3dbe99d1-e3b8-4ee2-b6a8-2e2e12c6fbe9,TCGA-A8-A084,36.0165,106.2171,208.8829,0.3969
430,dfefb76a-ec6b-4cd2-9d45-2e1e4befc7ea,TCGA-A8-A09E,21.118,257.4313,301.5035,66.7676
431,cb9f5e50-f49d-4899-8895-9367afcc1015,TCGA-A7-A0DC,14.4084,63.381,595.6213,12.641
432,0a017f15-1c6b-45e7-8d55-e0a71df1b2e8,TCGA-A8-A08F,71.615,126.5431,277.7369,4.8685
433,5c9d8163-a68e-43ce-9cba-effb7405761e,TCGA-LL-A6FP,1.1588,160.2888,141.6098,0.0266
434,2c04a2f5-321e-4dea-8e00-268325da65cb,TCGA-A8-A06T,20.6314,232.6099,483.8294,141.3768
435,d093173f-08ab-4138-bf3c-399c45a6e163,TCGA-AR-A2LR,41.2483,88.64,1.0508,0.7984
436,6bc4c56d-aac5-49a2-9913-9538d06d898f,TCGA-A8-A06U,21.5347,180.112,236.6613,10.782
437,d0b78f3f-a198-437a-ab8c-204345d3b75d,TCGA-AQ-A0Y5,10.956,2458.4089,18.2036,1.4618
438,09765b0a-94f6-47d2-af56-93368084ac3a,TCGA-A7-A0CD,21.8104,315.2359,357.7201,163.1106
439,16fc3677-0393-4ed1-ad3f-c8355f056369,TCGA-5L-AAT1,2.6753,219.1502,56.6592,0.4601
440,33fe5833-d7a0-43d7-a03d-56985ea448a6,TCGA-GI-A2C8,2.9833,8.9688,85.205,0.5954
